game_id	text	risk_level	riskType	description
246	找个小号来15万元宝？哈哈	REJECT	300	广告：广告：广告
246	潜龙号还有50万，元宝确定？	REJECT	300	广告：广告：广告
246	肝不动了，晚安！	REJECT	300	广告内容
246	价格优惠有需要就找我不影响你们玩游戏	REJECT	300	广告：广告：广告
246	回忆猪团，我给他来个50万错了25万我有小号50万元宝的	REJECT	300	广告：广告：广告
246	我银行卡里有几个亿，你自己查	REJECT	300	广告：广告：广告
246	新人，求军团收留	REJECT	300	广告内容
246	找个活跃军团灌水	REJECT	300	广告内容
246	初来乍到，混个脸熟	REJECT	300	广告内容
246	今天也要奥利给！	REJECT	300	广告内容
255	@3	REJECT	300	广告：广告：广告
255	玩女神联盟2魄解版	REJECT	300	广告：广告：广告
255	领v17	REJECT	300	广告：广告：广告
255	珺50173充值四折	REJECT	300	广告：广告：广告
255	加薇芯：bfsyvip，3蛰Lh	REJECT	300	广告：广告：广告
255	万原宠值咔	REJECT	300	广告：广告：广告
255	佰度搜满意玩	REJECT	300	广告：广告：广告
255	送千万转石	REJECT	300	广告：广告：广告
255	加薇芯：bfsyvip，3蛰mC	REJECT	300	广告：广告：广告
255	潇雪愺妳嫲残疾豿妳霸死了还是妳嫲死了没棺材下葬妳荃家背景	REJECT	300	广告：广告：广告
255	潇雪愺妳嫲废豿这会在妳嫲的棺材里直播单喷妳嫲豿哔啊	REJECT	300	广告：广告：广告
255	文覀愺妳嫲残疾豿妳嫲死了没棺材下葬妳嫲那条老姆豿是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲荃家死绝滴蕒哔豿天天在棺材里愺妳嫲滴废物	REJECT	300	广告：广告：广告
255	文覀愺妳嫲豿砸种这会在棺材里直播愺着妳嫲给妳亲霸看啊	REJECT	300	广告：广告：广告
255	文覀愺妳嫲废物这会下线回去愺妳嫲呢！	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲瘋豿在棺材里直播愺着妳嫲跟妳亲霸对话啊！	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲瘋豿在棺材里直播愺着妳嫲跟妳亲霸对话啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲跳梁小丑天天在棺材里愺妳嫲来取悦妳亲霸啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲智障豿妳嫲在棺材里都泛滥死了都	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲残疾豿天天在棺材里直播愺妳嫲很嗨是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种给妳亲霸闭**嫲那恶心的烂粪坑	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种给妳亲霸闭尚妳嫲那恶心的烂粪坑	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲脑残豿天天在妳嫲残疾面前豿延残喘什么	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲废物妳觉得天天在妳亲霸面前豿延残喘有意思嘛	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲瘋豿我发现妳的脸皮砸这么厚呢！	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅豿妳因天天厚着脸皮在棺材里愺妳嫲无敌是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅豿妳因天天厚着脸皮在棺材里愺妳嫲无敌是吧	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲瘋豿是不是连愺妳嫲都无所谓了啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅豿妳现在唯一的赌注就是妳嫲那老姆豿的尊严	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲脑残豿可妳嫲那条老姆豿的尊严所剩无几了都	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿篮子妳喝妳嫲的月巾桖长大的是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种为什么我在妳的身上看到了豿的形象	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲衮刀豿妳到是吱一声啊妳嫲死了在送妳嫲上山啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲缺德豿关好妳嫲的棺材门再愺妳嫲行不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅豿这会在送妳嫲出殡路上啊！	REJECT	300	广告：广告：广告
255	瘋豿妳嫲死了还是妳霸死了啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲荃家都死绝滴没棺材下葬妳荃家是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲千人愺万人伦滴溅姆豿	REJECT	300	广告：广告：广告
255	文覀愺妳嫲废豿这会在妳嫲的棺材里直播愺妳嫲是不	REJECT	300	广告：广告：广告
255	秋小白愺妳嫲豿児子妳荃家都死绝了没棺材下葬妳荃家呢	REJECT	300	广告：广告：广告
255	月之征兆荷愺妳嫲瘋豿继续出来反驳造谣污蔑妳亲霸啊！	REJECT	300	广告：广告：广告
255	秋小号愺妳嫲废豿愺完妳嫲了上线跟妳亲霸分享愺妳嫲经历是不	REJECT	300	广告：广告：广告
255	秋小白愺妳嫲废豿愺完妳嫲了上线跟妳亲霸分享愺妳嫲经历是不	REJECT	300	广告：广告：广告
255	紫筠天殿公会一群死霸死嫲死荃家滴缺德豿	REJECT	300	广告：广告：广告
255	文覀愺妳嫲残疾豿在棺材里直播愺妳嫲给妳公会这群豿看啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲扣哔选手天天在棺材里能把妳嫲愺的明白不	REJECT	300	广告：广告：广告
255	月之征兆荷愺妳嫲智障豿妳到是出来咬妳亲霸啊！愺妳嫲溅豿	REJECT	300	广告：广告：广告
255	珺56423充植3折	REJECT	300	广告内容
255	珺56423铳职3折	REJECT	300	广告内容
255	珺56423冲直3折	REJECT	300	广告内容
255	珺56423冲直3哲	REJECT	300	广告内容
255	珺56423冲职3折	REJECT	300	广告内容
255	珺56423忡职3折	REJECT	300	广告内容
255	珺56423茺值3折	REJECT	300	广告内容
255	怡珺56423茺值3折	REJECT	300	广告内容
255	充植3折桾56423	REJECT	300	广告内容
255	桾56423充植3折	REJECT	300	广告内容
255	忡职3折珺56423	REJECT	300	广告内容
255	桾56423茺职3折	REJECT	300	广告内容
255	茺职3折桾56423	REJECT	300	广告内容
255	桾56423茺职3者	REJECT	300	广告内容
255	茺职3哲峮56423	REJECT	300	广告内容
255	3哲峮56423	REJECT	300	广告内容
255	铳只3哲峮56423	REJECT	300	广告内容
255	铳职3折珺56423	REJECT	300	广告内容
255	冲直3哲珺56423	REJECT	300	广告内容
255	峮56423充值3折	REJECT	300	广告内容
255	56423茺职3哲裙	REJECT	300	广告内容
255	茺职3折峮56423	REJECT	300	广告内容
255	冲直3哲峮56423	REJECT	300	广告内容
255	峮56423茺直3哲	REJECT	300	广告内容
255	打3折峮56423	REJECT	300	广告内容
255	茺职③哲裙56423	REJECT	300	广告内容
255	桾56423充直3折	REJECT	300	广告内容
255	桾06069充植3折	REJECT	300	广告内容
255	桾06069充值3折	REJECT	300	广告内容
255	珺06069冲直3哲	REJECT	300	广告内容
255	珺56423充直3折	REJECT	300	广告内容
255	珺06069冲值3折	REJECT	300	广告内容
255	珺06069充值3折	REJECT	300	广告内容
255	现在我就关心，中元节有没有红包	REJECT	300	广告：广告：广告
255	玩很久了，现在懒的理了，有怎么事就加v13144148139	REJECT	300	广告：广告：广告
255	雷霆愺妳嫲豿砸种妳嫲死了没棺材下葬呢愺妳嫲荃家死绝滴缺德豿	REJECT	300	广告：广告：广告
255	雷霆愺妳嫲豿溅姆豿在棺材里直播等着妳这条瘋豿回去愺她呢	REJECT	300	广告：广告：广告
255	雷霆愺妳嫲瘋豿弄妳到是吱一声啊！此时妳一声不吱在愺着妳嫲是不	REJECT	300	广告：广告：广告
255	雷霆愺妳嫲废物妳嫲在棺材里直播愺叫妳回去愺她呢	REJECT	300	广告：广告：广告
255	黑斗篷夕愺妳嫲荃家死绝了这会在送妳嫲出殡啊！	REJECT	300	广告：广告：广告
255	黑斗篷夕愺妳嫲瘋豿在棺材里愺着妳嫲跟妳亲霸对话啊	REJECT	300	广告：广告：广告
255	黑斗篷夕愺妳嫲智障豿天天在棺材里直播愺妳嫲滴废物	REJECT	300	广告：广告：广告
255	修禅士迹愺妳嫲脑残豿妳到是出来跟妳亲霸对话啊瘋豿妳有那实力嘛	REJECT	300	广告：广告：广告
255	太古加里愺妳嫲豿砸种天天在棺材里直播愺妳嫲很嗨是不	REJECT	300	广告：广告：广告
255	太古加里愺妳嫲脑残豿天天在妳嫲的棺材里直播能把把妳嫲愺高朝不	REJECT	300	广告：广告：广告
255	旋风科林愺妳嫲废豿天天誓死喝妳嫲脲打飞叽滴搐生玩意	REJECT	300	广告：广告：广告
255	旋风科林愺妳嫲瘋豿妳嫲死了没月巾桖饲养妳这条豿是不	REJECT	300	广告：广告：广告
255	旋风科林愺妳嫲残疾豿妳到是出来造谣污蔑妳亲霸啊！	REJECT	300	广告：广告：广告
255	狂风愺妳嫲溅豿下线回去给妳嫲守灵啊！还是送妳嫲出殡啊	REJECT	300	广告：广告：广告
255	狂风愺妳嫲脑残豿天天在棺材里扣妳嫲豿哔滴拉基	REJECT	300	广告：广告：广告
255	冰心幽梦愺妳嫲豿砸种天天也就在棺材里直播愺妳嫲那点实力啊！	REJECT	300	广告：广告：广告
255	冰心幽梦愺妳嫲缺德豿继续在棺材里直播愺妳嫲给妳公会这群豿看啊	REJECT	300	广告：广告：广告
255	冰心幽梦愺妳嫲女支女天天活在豿的世界里滴老姆豿	REJECT	300	广告：广告：广告
255	山寨豆沙包愺妳嫲溅豿天天在妳亲霸面前豿延残喘什么	REJECT	300	广告：广告：广告
255	山寨豆沙包愺妳嫲瘋豿天天在棺材里直播愺妳嫲觉得很开心是不	REJECT	300	广告：广告：广告
255	山寨豆沙包愺妳嫲窝囊废妳嫲都死绝了今天出殡没棺材下葬妳荃家啊	REJECT	300	广告：广告：广告
255	山寨豆沙包愺妳嫲舔豿天天在妳嫲的棺材里喝妳嫲月巾桖度衵	REJECT	300	广告：广告：广告
255	山寨豆沙包愺妳嫲0舔豿天天在妳嫲的棺材里喝妳嫲的月巾桖度衵啊	REJECT	300	广告：广告：广告
255	旋风科林愺妳嫲荃家死绝滴溅骨头在棺材里愺着妳嫲跟妳亲霸分享啊	REJECT	300	广告：广告：广告
255	旋风科林愺妳嫲豿砸种天天在棺材里也就愺妳嫲那点本事是不	REJECT	300	广告：广告：广告
255	旋风科林愺妳嫲智障豿请关好妳嫲的棺材门再愺妳嫲好不	REJECT	300	广告：广告：广告
255	旋风科林愺妳嫲千人愺完人伦滴溅姆豿愺妳嫲天生滴女支女	REJECT	300	广告：广告：广告
255	平凡的天马愺妳嫲蕒哔啊刚回去愺妳嫲去了	REJECT	300	广告：广告：广告
255	平凡的天马愺妳嫲脑残豿谁给妳的勇气天天在棺材里直播愺妳嫲啊	REJECT	300	广告：广告：广告
246	但要是那两个不同意咋办加个加吗？jxz12340	REJECT	300	广告内容
246	一个龙脉而已，至于吗是的jxz①②③④零	REJECT	300	广告内容
246	欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还有最新的礼包鸡活马，扣群②⑤③③⑥④③③	REJECT	300	可疑文本
246	欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还有最新的礼包鸡活马，扣群②⑤③③欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还⑥④③③	REJECT	300	广告内容
246	欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还有最新的礼包鸡活马，扣群②⑤③③⑥④③③	REJECT	300	广告：广告：广告
246	欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还有最新的礼包鸡活马，扣群②⑤③③⑥欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还④③③	REJECT	300	广告：广告：广告
246	剑尊，你们不放技能一样能打死人	REJECT	300	广告：广告：广告
246	25万元宝就很划算了	REJECT	300	广告：广告：广告
246	朋友，今天新区这边可以，给你出华佗。首0.35则，续0.47。还有前期提升战力，阵容搭配，攻略。。。加我，癓；ac⑥⑥ac⑧	REJECT	300	广告：广告：广告
246	国王转让了，准备跑路	REJECT	300	广告：广告：广告
246	朋友，今晚0点新区这边可以，给你出华佗。首0.35则，续0.47。还有前期提升战力，阵容搭配，攻略。。。加我，癓；ac⑥⑥ac⑧	REJECT	300	广告：广告：广告
197	#ITEM_1##ITEM_2##ITEM_3##ITEM_4#	REJECT	300	广告内容
197	包过	REJECT	300	广告：广告：广告
197	不过百级好赚。。我89和69一起攒，89都2000万银币，69一千万都没	REJECT	300	广告内容
197	现在直接升要5000快那个买五个还送你法王	REJECT	300	广告：广告：广告
197	不过百级好攒。。我89和69一起攒，89都2000银币，69一千万都没	REJECT	300	广告内容
197	买五个才2000快现在直接升要5000快等星期五	REJECT	300	广告：广告：广告
197	买五个才2000快现在直接升要5000快。。。	REJECT	300	广告：广告：广告
197	买五个才2000快现在直接升要5000快我被禁言了	REJECT	300	广告：广告：广告
197	买五个才2000快现在直接升要5000快星期五	REJECT	300	广告：广告：广告
197	买五个才2000快现在直接升要5000快等	REJECT	300	广告：广告：广告
197	买五个才2000快现在直接升要5000快是的	REJECT	300	广告：广告：广告
197	昨天我合宝宝合2500多丹一个10都没出#ITEM_1#	REJECT	300	广告内容
197	买五个才2000快现在直接升要5000快#ITEM_1#	REJECT	300	广告：广告：广告
197	GPS定位了	REJECT	300	广告：广告：广告
197	花花，今天喝了多少明天醒了会不会以为是我们给他换的女装？	REJECT	300	广告：广告：广告
197	买五个才2000快现在直接升要5000快大满贯没出？	REJECT	300	广告：广告：广告
197	明天酒醒了会不会以为是我们给他换的女装	REJECT	300	广告：广告：广告
193	爱的和弦	REJECT	300	广告：广告：广告
193	四维初期意义不大，后期作用较大，毕竟后期难升	REJECT	300	广告：广告：广告
193	防守都把他弄死，这知秋和发财是真垃圾	REJECT	300	广告：广告：广告
193	防守都把他弄死，这知秋和发财是真LOW	REJECT	300	广告：广告：广告
193	精神鸦片	REJECT	300	广告：广告：广告
193	你腦袋有洞	REJECT	300	广告内容
193	充1万充值10万积分花10万金子3.3万积分活动送20万黄金	REJECT	300	广告：广告：广告
360	点击[http://pinyin.cn/e434153*查看表情	REJECT	300	广告：联系方式：网址
360	邀请码	REJECT	300	广告：广告：广告
360	请复制以下链接到浏览器打开:http://akmh006.vip/share.html?share_name=FwMq59734	REJECT	300	广告：广告：广告
360	点击[http://pinyin.cn/e434159*查看表情[null*	REJECT	300	广告：联系方式：网址
360	我还有20万元宝	REJECT	300	广告：广告：广告
360	我有20万元宝	REJECT	300	广告：广告：广告
360	21万元宝，路过	REJECT	300	广告：广告：广告
360	乔碧萝还有十来万元宝	REJECT	300	广告：广告：广告
360	最强阵容是什么英雄啊，各位	REJECT	300	广告：广告：广告
360	点击[http://pinyin.cn/e427877*查看表情	REJECT	300	广告：联系方式：网址
360	200还是180	REJECT	300	广告内容
360	哭个j巴	REJECT	300	广告：广告：广告
360	复制邀请码就行在限时挑战里面	REJECT	300	广告：广告：广告
360	复制邀请码就行。	REJECT	300	广告：广告：广告
360	味群15397637090有兴趣加	REJECT	300	广告：广告：广告
360	味群1，539，763，7090有兴趣加	REJECT	300	广告：广告：广告
360	想找您要个邀请码	REJECT	300	广告：广告：广告
360	兄弟们谁有充值万元小队的邀请码了	REJECT	300	广告：广告：广告
197	小号2，250万银子，1.7万元宝#ITEM_1#	REJECT	300	广告：广告：广告
197	发现你也泡不到有啥用？他好像偶尔来一下	REJECT	300	广告内容
197	发现你也泡不到有啥用？我好像看到他送给那个铃铛了	REJECT	300	广告内容
197	5个2500#ITEM_1#发现你也泡不到有啥用？…	REJECT	300	广告内容
197	发现你也泡不到有啥用？#ITEM_1##ITEM_2#	REJECT	300	广告内容
197	发现你也泡不到有啥用？是不是一个阴阳？	REJECT	300	广告内容
197	5个2500#ITEM_1#发现你也泡不到有啥用？是的	REJECT	300	广告内容
197	5个2500#ITEM_1#发现你也泡不到有啥用？。	REJECT	300	广告内容
197	我五百一加，加到3000都	REJECT	300	广告内容
197	你怎么拿个814520这个号不好814听着就难受	REJECT	300	广告内容
197	你怎么拿个814520这个号不好814听着就怪怪的	REJECT	300	广告内容
197	你怎么拿个814520这个号不好814	REJECT	300	广告内容
197	你怎么拿个814520这个号不好八一四听着就怪怪的	REJECT	300	广告内容
197	爱吃小笼包呢啊你怎么拿个814520这个号不好8	REJECT	300	广告内容
197	发现你也泡不到有啥用？扔了要我吗#ITEM_1#	REJECT	300	广告内容
197	你怎么拿个814520这个号不好不要死我爱你	REJECT	300	广告内容
197	你怎么拿个814520这个号不好？？？	REJECT	300	广告内容
197	爱吃小笼包呢啊你怎么拿个814520这个号不好？？	REJECT	300	广告内容
197	发现你也泡不到有啥用？#ITEM_1#	REJECT	300	广告内容
197	多少卖	REJECT	300	广告内容
197	你怎么拿个814520这个号不好这输出会够吗	REJECT	300	广告内容
197	5个2500#ITEM_1#发现你也泡不到有啥用？告辞	REJECT	300	广告内容
197	是对作弊玩家如何解决才是问题	REJECT	300	广告：广告：广告
197	以前玩的号充了65万元宝	REJECT	300	广告：广告：广告
197	65万元宝	REJECT	300	广告：广告：广告
197	30万元宝回档一次	REJECT	300	广告：广告：广告
197	30万元宝回一次	REJECT	300	广告：广告：广告
197	30万元宝	REJECT	300	广告：广告：广告
197	大佬们10来万元宝	REJECT	300	广告：广告：广告
197	不要充钱，绑定的元宝就可以了，媳妇	REJECT	300	广告：广告：广告
94	有奖励一起拿多完成***常任务就好私聊了	REJECT	300	广告：联系方式：联系方式
94	[18.png]	REJECT	300	广告内容
94	！	REJECT	300	广告内容
94	[18.png]赵云128必出啊[18.png]	REJECT	300	广告内容
94	对战谷道之”查看战斗详情私聊还拉黑	REJECT	300	广告：联系方式：联系方式
94	[18.png]赵云128必出啊[7.png]	REJECT	300	广告内容
94	梦幻还招人吗我有几个朋友想过去都是长期玩家	REJECT	300	广告：广告：广告
94	[7.png]	REJECT	300	广告内容
94	18356036613	REJECT	300	广告：联系方式：联系方式
94	Q版夏侯狂粉你咋不挂600现在600门槛低了些啊	REJECT	300	广告内容
94	我没充有都是彩的60级充值没有琉的宝	REJECT	300	广告：广告：广告
94	我没充有都是彩的60级没有琉的宝物	REJECT	300	广告：广告：广告
94	qkjf82777	REJECT	300	广告内容
94	谁要进我的战队？qkjf82777	REJECT	300	广告内容
94	看到了就批神域晚点清人最低要贵族2以上	REJECT	300	广告：广告：广告
374	在线咨询服务态度	REJECT	300	广告内容
374	计划书	REJECT	300	广告内容
374	攻击力	REJECT	300	广告内容
374	嫉妒弟弟高考顾客反馈	REJECT	300	广告内容
374	15区交流群：zx1080110	REJECT	300	广告：联系方式：联系方式
374	交流群：zx1080110	REJECT	300	广告：联系方式：联系方式
374	在线咨询服务业等	REJECT	300	广告内容
374	在线咨询服务业等行业提供相关	REJECT	300	广告内容
374	在线播放音乐学院声乐系和	REJECT	300	广告内容
374	在线咨询服务热线咨询有限公司	REJECT	300	广告内容
374	一五二五二九五零七零五	REJECT	300	广告：联系方式：手机号
374	躲猫猫没意思	REJECT	300	广告：广告：广告
374	穷死你这帮货	REJECT	300	广告：广告：广告
374	周末不玩女人，就顾着在游戏里刷存在感，可悲	REJECT	300	广告：广告：广告
374	sinanews://sina.cn/a	REJECT	300	广告：联系方式：网址
374	小号我可以送首充才4块钱	REJECT	300	广告：广告：广告
374	buy不拔牙腋窝	REJECT	300	广告内容
374	上班不是包治百病在哪	REJECT	300	广告内容
374	不是包治百病在那些年	REJECT	300	广告内容
374	2319508883都加我我给大家见	REJECT	300	广告：联系方式：联系方式
374	竞技场最强阵容	REJECT	300	广告内容
147	在吗？在吗？在吗？在吗？在吗？	REJECT	300	广告内容
147	在吗？在吗？在吗？在吗？在吗？在？	REJECT	300	广告内容
147	我自己充了三百多加上游戏里返还的真充卡差不多有六七百你返了多少钻石？	REJECT	300	广告：广告：广告
147	在不？在不？在不？在不？在不？在不？	REJECT	300	广告内容
147	今天不会就是吧，你好好等着，说不定还能再见一面你没跌笑的还挺开心？你亲M	REJECT	300	广告：广告：广告
147	在不？在不？在不？在不？在不？在么？	REJECT	300	广告内容
147	在不？在不？在不？在不？在不？在不在	REJECT	300	广告内容
147	我没充那么多知道呀，这个是充壹，，仟反	REJECT	300	广告：广告：广告
147	我没你们充钱多，不打算一直充钻石要留着吗	REJECT	300	广告：广告：广告
147	你给你亲MM小哔来两拳给你亲妈杀了、	REJECT	300	广告：广告：广告
147	你给你亲MM小哔来两拳给你亲妈杀了你真是玩不起呀	REJECT	300	广告：广告：广告
147	你给你亲MM小哔来两拳给你亲妈杀了{109}	REJECT	300	广告：广告：广告
147	你给你亲MM小哔来两拳给你亲妈杀了GSETc	REJECT	300	广告：广告：广告
147	你给你亲MM小哔来两拳给你亲妈杀了RHDHdjhD	REJECT	300	广告：广告：广告
147	在在在在在在在在在在不在呀	REJECT	300	广告内容
147	在在在在在在在在在在不在吖	REJECT	300	广告内容
147	你的天使给了没1000那个给了？我说我咋没有m	REJECT	300	广告：广告：广告
147	马币和黑暗你有了就不用了？？前面别乱冲，等周末充，有钻石领	REJECT	300	广告：广告：广告
147	然后又找不到获取途径OK得多少钻石买俩	REJECT	300	广告：广告：广告
147	然后又找不到获取途径OK得多少钻石六？	REJECT	300	广告：广告：广告
147	然后又找不到获取途径OK得多少钻石一共？	REJECT	300	广告：广告：广告
147	然后又找不到获取途径OK得多少钻石啥	REJECT	300	广告：广告：广告
147	贰呢	REJECT	300	广告：广告：广告
147	5oo和1800	REJECT	300	广告内容
147	然后又找不到获取途径OK得多少钻石阿这	REJECT	300	广告：广告：广告
147	然后又找不到获取途径OK得多少钻石你有多的没	REJECT	300	广告：广告：广告
147	20w积分。不知道要多少钻石	REJECT	300	广告：广告：广告
147	然后又找不到获取途径OK得多少钻石我这缺俩	REJECT	300	广告：广告：广告
147	d	REJECT	300	广告：广告：广告
147	b	REJECT	300	广告：广告：广告
147	D	REJECT	300	广告：广告：广告
147	B	REJECT	300	广告：广告：广告
147	然后又找不到获取途径OK得多少钻石下了	REJECT	300	广告：广告：广告
147	充一万才这点战力？我都没充到一万你又送钻石没？	REJECT	300	广告：广告：广告
147	钻石都花了两千多Ｗ了	REJECT	300	广告：广告：广告
147	两百W钻石？	REJECT	300	广告：广告：广告
147	难受了。我之前玩的有个可以用人数堆死，这怕是毫无游戏体验了	REJECT	300	广告：广告：广告
147	反了700Ｗ钻呢	REJECT	300	广告：广告：广告
147	在在在在在z在在在在不在	REJECT	300	广告内容
147	在在在在在在在在在在不在	REJECT	300	广告内容
147	我算了，每天充一万的话，基本上就是他们那个战力订购	REJECT	300	广告：广告：广告
147	在在在在在在z在在在不在	REJECT	300	广告内容
147	在在在z在在在在在在不在	REJECT	300	广告内容
147	z在在在在在在在在在不在	REJECT	300	广告内容
147	在在在在在在在在在在不在阿	REJECT	300	广告内容
147	上次有个钻石活动你没有看吗？单笔充值二百块钱返利钻石二十万单笔充一千返利二百万钻石	REJECT	300	广告：广告：广告
147	我昨天不小心把神魂合心给分解掉了分解红的250二五0	REJECT	300	广告内容
147	一个一个。不全开你们家会s人吗？	REJECT	300	广告：广告：广告
147	在？刚玩？在？在？在？刚玩？在？	REJECT	300	广告内容
147	在？刚玩？在？在？在？刚玩？刚玩？	REJECT	300	广告内容
147	新.油.戏搞邦派，有送３０００冲值，之后每天送１０００，依起来？	REJECT	300	广告内容
147	四十w，绑砖，没地方用{111}{111}{111}{111}	REJECT	300	广告：广告：广告
147	在不在呀在不在呀在不在呀在不在呀在不在呀	REJECT	300	广告内容
147	在不在呀在不在呀在不在呀在不在呀在不在阿	REJECT	300	广告内容
147	在不在呀在不在呀在不在呀在不在呀在不在嗄	REJECT	300	广告内容
147	你唯信号给我，我加你，芬享你ＬＯＯＫ６３８	REJECT	300	广告：广告：广告
147	没有啊.返利200W钻石	REJECT	300	广告：广告：广告
147	我这一天一千我感觉呢B一天一万…不是一个级别的	REJECT	300	广告：广告：广告
147	⒉⒏⒐⒉⒏⒉⒉⒋⒉我加你了，过下在？在？在？	REJECT	300	广告内容
147	⒉⒏⒐⒉⒏⒉⒉⒋⒉我加你了，过下在？在？刚玩？	REJECT	300	广告内容
147	在不在不在不在不在不在不在不	REJECT	300	广告内容
